t,manoeuvre,distance,aspect angle,pitch,ideal pitch,roll,heading,ideal heading,angle of attack,sideslip angle,yoke pitch ratio,yoke roll ratio,throttle ratio,kias,stall warning,has crashed,Δt,pitch dev,heading dev,d rate,in front of or behind enemy plane,pitch dev grade,heading dev grade
82.64,enemy aircraft finished manoeuvre,7410.3871701237595 metres,12.11,6.82,2.37,-18.82,7.75,137.87,0.81,0.05,-0.11,-0.05,0.5,98.04,0,0,0.11,4.45,-130.12,88.19,behind,might lose sight of enemy,lost sight of enemy
82.75,enemy aircraft finished manoeuvre,7420.4161776727715 metres,12.12,6.68,2.36,-19.01,7.44,137.9,0.79,0.07,-0.28,0.07,0.5,97.73,0,0,0.11,4.33,-130.46,87.26,behind,might lose sight of enemy,lost sight of enemy
82.87,enemy aircraft finished manoeuvre,7430.480581696701 metres,12.14,6.12,2.35,-18.77,7.28,137.92,0.35,0.1,-0.31,0.09,0.5,97.42,0,0,0.12,3.77,-130.65,87.36,behind,might lose sight of enemy,lost sight of enemy
82.98,enemy aircraft finished manoeuvre,7440.733915533525 metres,12.15,5.21,2.34,-18.35,7.22,137.95,-0.3,0.12,-0.31,0.09,0.5,97.1,0,0,0.12,2.87,-130.73,88.74,behind,good,lost sight of enemy
83.1,enemy aircraft finished manoeuvre,7450.996971534906 metres,12.17,4.15,2.33,-17.88,7.21,137.98,-0.97,0.13,-0.31,0.09,0.5,96.79,0,0,0.12,1.81,-130.78,86.79,behind,good,lost sight of enemy
83.22,enemy aircraft finished manoeuvre,7461.405549263923 metres,12.19,3.03,2.32,-17.38,7.19,138.01,-1.54,0.14,-0.31,0.09,0.5,96.47,0,0,0.12,0.71,-130.82,89.73,behind,good,lost sight of enemy
83.34,enemy aircraft finished manoeuvre,7471.8445127452105 metres,12.21,1.97,2.32,-16.87,7.14,138.04,-1.94,0.14,-0.3,0.08,0.5,96.16,0,0,0.12,-0.35,-130.89,86.82,behind,good,lost sight of enemy
83.45,enemy aircraft finished manoeuvre,7482.090009258917 metres,12.23,1.07,2.31,-16.42,7.04,138.06,-2.11,0.13,-0.26,0.07,0.5,95.86,0,0,0.11,-1.24,-131.02,89.41,behind,good,lost sight of enemy
83.57,enemy aircraft finished manoeuvre,7492.641259856789 metres,12.25,0.34,2.3,-15.99,6.88,138.09,-2.07,0.12,-0.26,0.07,0.5,95.56,0,0,0.12,-1.97,-131.21,87.95,behind,good,lost sight of enemy
83.69,enemy aircraft finished manoeuvre,7503.112586343849 metres,12.27,-0.24,2.3,-15.57,6.68,138.12,-1.9,0.1,-0.26,0.07,0.5,95.27,0,0,0.12,-2.54,-131.44,88.27,behind,good,lost sight of enemy
83.81,enemy aircraft finished manoeuvre,7513.739951097894 metres,12.29,-0.74,2.29,-15.15,6.46,138.15,-1.67,0.09,-0.26,0.07,0.5,94.99,0,0,0.12,-3.03,-131.69,88.16,behind,might lose sight of enemy,lost sight of enemy
83.91,enemy aircraft finished manoeuvre,7522.684142500252 metres,12.31,-1.11,2.29,-14.8,6.27,138.17,-1.49,0.08,-0.26,0.07,0.5,94.77,0,0,0.1,-3.41,-131.9,88.36,behind,might lose sight of enemy,lost sight of enemy
84.01,enemy aircraft finished manoeuvre,7531.702529446521 metres,12.33,-1.49,2.29,-14.44,6.08,138.19,-1.32,0.07,-0.26,0.07,0.5,94.56,0,0,0.1,-3.78,-132.11,89.41,behind,might lose sight of enemy,lost sight of enemy
84.12,enemy aircraft finished manoeuvre,7541.046516804155 metres,12.35,-1.89,2.29,-14.08,5.9,138.22,-1.2,0.06,-0.26,0.07,0.5,94.36,0,0,0.11,-4.18,-132.32,87.63,behind,might lose sight of enemy,lost sight of enemy
84.24,enemy aircraft finished manoeuvre,7551.271216429733 metres,12.37,-2.35,2.28,-13.68,5.72,138.24,-1.1,0.06,-0.25,0.07,0.5,94.16,0,0,0.12,-4.63,-132.53,86.82,behind,might lose sight of enemy,lost sight of enemy
84.34,enemy aircraft finished manoeuvre,7561.057381555876 metres,12.39,-2.77,2.28,-13.36,5.54,138.27,-1.0,0.05,-0.17,-0.05,0.5,93.99,0,0,0.11,-5.06,-132.73,91.96,behind,might lose sight of enemy,lost sight of enemy
84.46,enemy aircraft finished manoeuvre,7570.91476770553 metres,12.41,-3.04,2.28,-13.52,5.32,138.29,-0.75,0.02,-0.12,-0.15,0.5,93.83,0,0,0.12,-5.32,-132.98,85.11,behind,might lose sight of enemy,lost sight of enemy
84.56,enemy aircraft finished manoeuvre,7580.29718426251 metres,12.44,-3.02,2.28,-14.29,5.01,138.32,-0.26,-0.03,-0.04,-0.27,0.5,93.7,0,0,0.1,-5.3,-133.31,93.33,behind,might lose sight of enemy,lost sight of enemy
84.66,enemy aircraft finished manoeuvre,7589.208068148789 metres,12.46,-2.74,2.28,-15.4,4.63,138.34,0.37,-0.08,-0.04,-0.27,0.5,93.59,0,0,0.1,-5.02,-133.7,87.87,behind,might lose sight of enemy,lost sight of enemy
84.78,enemy aircraft finished manoeuvre,7599.9620528767355 metres,12.48,-2.24,2.28,-16.9,4.11,138.36,1.16,-0.09,-0.04,-0.27,0.5,93.48,0,0,0.12,-4.52,-134.25,89.44,behind,might lose sight of enemy,lost sight of enemy
84.88,enemy aircraft finished manoeuvre,7609.055280052945 metres,12.51,-1.78,2.28,-18.19,3.65,138.39,1.73,-0.06,-0.04,-0.27,0.5,93.4,0,0,0.1,-4.06,-134.74,90.51,behind,might lose sight of enemy,lost sight of enemy
84.98,enemy aircraft finished manoeuvre,7618.052169414873 metres,12.53,-1.39,2.28,-19.47,3.18,138.41,2.16,-0.02,-0.04,-0.27,0.5,93.32,0,0,0.1,-3.67,-135.22,88.56,behind,might lose sight of enemy,lost sight of enemy
85.08,enemy aircraft finished manoeuvre,7627.069343897333 metres,12.55,-1.09,2.28,-20.74,2.72,138.43,2.44,0.04,-0.04,-0.27,0.5,93.26,0,0,0.1,-3.36,-135.71,89.19,behind,might lose sight of enemy,lost sight of enemy
85.19,enemy aircraft finished manoeuvre,7636.302706383852 metres,12.57,-0.9,2.28,-22.03,2.25,138.45,2.57,0.09,-0.04,-0.27,0.5,93.19,0,0,0.1,-3.17,-136.2,88.86,behind,might lose sight of enemy,lost sight of enemy
85.31,enemy aircraft finished manoeuvre,7647.2281181990675 metres,12.6,-0.81,2.28,-23.56,1.7,138.48,2.59,0.14,-0.04,-0.27,0.5,93.13,0,0,0.12,-3.09,-136.77,91.0,behind,might lose sight of enemy,lost sight of enemy
85.41,enemy aircraft finished manoeuvre,7656.35147487516 metres,12.62,-0.83,2.28,-24.83,1.24,138.5,2.53,0.16,-0.04,-0.27,0.5,93.08,0,0,0.1,-3.11,-137.26,91.03,behind,might lose sight of enemy,lost sight of enemy
85.51,enemy aircraft finished manoeuvre,7665.507872993493 metres,12.65,-0.92,2.28,-26.11,0.76,138.52,2.43,0.17,-0.04,-0.27,0.5,93.03,0,0,0.1,-3.19,-137.76,89.22,behind,might lose sight of enemy,lost sight of enemy
85.61,enemy aircraft finished manoeuvre,7674.887050351793 metres,12.67,-1.05,2.28,-27.43,0.25,138.54,2.32,0.16,-0.04,-0.27,0.5,92.99,0,0,0.1,-3.32,-138.29,91.69,behind,might lose sight of enemy,lost sight of enemy
85.71,enemy aircraft finished manoeuvre,7684.082180090243 metres,12.69,-1.2,2.27,-28.72,359.73,138.56,2.22,0.14,-0.04,-0.27,0.5,92.95,0,0,0.1,-3.47,-138.83,91.69,behind,might lose sight of enemy,lost sight of enemy
85.83,enemy aircraft finished manoeuvre,7695.068290985726 metres,12.72,-1.39,2.27,-30.27,359.08,138.58,2.13,0.12,-0.04,-0.27,0.5,92.91,0,0,0.12,-3.67,-139.5,91.0,behind,might lose sight of enemy,lost sight of enemy
85.94,enemy aircraft finished manoeuvre,7704.445078066921 metres,12.74,-1.56,2.27,-31.59,358.51,138.6,2.07,0.11,-0.04,-0.27,0.5,92.88,0,0,0.1,-3.84,-140.09,92.05,behind,might lose sight of enemy,lost sight of enemy
86.04,enemy aircraft finished manoeuvre,7713.898421158891 metres,12.76,-1.74,2.27,-32.93,357.91,138.62,2.03,0.1,-0.04,-0.27,0.5,92.86,0,0,0.1,-4.01,-140.7,92.19,behind,might lose sight of enemy,lost sight of enemy
86.15,enemy aircraft finished manoeuvre,7723.921492490774 metres,12.79,-1.92,2.27,-34.34,357.26,138.64,2.01,0.09,-0.04,-0.27,0.5,92.84,0,0,0.11,-4.19,-141.38,91.16,behind,might lose sight of enemy,lost sight of enemy
86.27,enemy aircraft finished manoeuvre,7734.7146723265405 metres,12.81,-2.12,2.27,-35.85,356.54,138.66,1.99,0.09,-0.04,-0.27,0.5,92.82,0,0,0.12,-4.4,-142.12,92.03,behind,might lose sight of enemy,lost sight of enemy
86.37,enemy aircraft finished manoeuvre,7744.919791224674 metres,12.84,-2.32,2.27,-37.11,355.84,138.68,1.99,0.11,-0.02,-0.03,0.5,92.8,0,0,0.11,-4.6,-142.84,95.84,behind,might lose sight of enemy,lost sight of enemy
86.49,enemy aircraft finished manoeuvre,7755.447018784284 metres,12.86,-2.44,2.27,-36.94,355.11,138.69,2.08,0.14,0.03,0.6,0.5,92.79,0,0,0.12,-4.71,-143.59,91.07,behind,might lose sight of enemy,lost sight of enemy
86.59,enemy aircraft finished manoeuvre,7765.3702117581 metres,12.89,-2.35,2.27,-35.13,354.38,138.71,2.34,0.18,0.03,0.6,0.5,92.78,0,0,0.1,-4.62,-144.34,97.06,behind,might lose sight of enemy,lost sight of enemy
86.69,enemy aircraft finished manoeuvre,7774.993724409342 metres,12.91,-2.12,2.27,-32.86,353.64,138.73,2.68,0.18,0.03,0.6,0.5,92.77,0,0,0.1,-4.4,-145.09,94.27,behind,might lose sight of enemy,lost sight of enemy
86.79,enemy aircraft finished manoeuvre,7784.603637799213 metres,12.93,-1.82,2.27,-30.45,352.9,138.74,3.01,0.15,0.03,0.62,0.5,92.77,0,0,0.1,-4.09,-145.84,94.82,behind,might lose sight of enemy,lost sight of enemy
86.9,enemy aircraft finished manoeuvre,7794.297214874931 metres,12.96,-1.48,2.27,-27.98,352.2,138.76,3.3,0.09,0.03,0.62,0.5,92.76,0,0,0.1,-3.76,-146.55,94.51,behind,might lose sight of enemy,lost sight of enemy
87.0,enemy aircraft finished manoeuvre,7804.096265254165 metres,12.98,-1.14,2.28,-25.48,351.57,138.77,3.53,0.02,0.03,0.62,0.5,92.74,0,0,0.1,-3.41,-147.21,94.55,behind,might lose sight of enemy,lost sight of enemy
87.1,enemy aircraft finished manoeuvre,7813.983969245843 metres,13.0,-0.8,2.28,-22.97,351.0,138.79,3.67,-0.06,0.03,0.64,0.5,92.73,0,0,0.1,-3.08,-147.79,95.58,behind,might lose sight of enemy,lost sight of enemy
87.21,enemy aircraft finished manoeuvre,7824.241556352174 metres,13.03,-0.44,2.28,-20.35,350.5,138.8,3.8,-0.14,0.1,0.61,0.5,92.7,0,0,0.11,-2.71,-148.3,97.12,behind,good,lost sight of enemy
87.31,enemy aircraft finished manoeuvre,7834.0310928362405 metres,13.05,0.05,2.28,-17.92,350.05,138.82,4.03,-0.2,0.1,0.61,0.5,92.68,0,0,0.1,-2.23,-148.77,95.08,behind,good,lost sight of enemy
87.41,enemy aircraft finished manoeuvre,7843.924424812056 metres,13.07,0.65,2.27,-15.47,349.65,138.83,4.3,-0.27,0.1,0.66,0.5,92.65,0,0,0.1,-1.62,-149.19,98.69,behind,good,lost sight of enemy
87.51,enemy aircraft finished manoeuvre,7853.564857342758 metres,13.09,1.24,2.27,-12.98,349.34,138.84,4.49,-0.33,-0.01,0.68,0.5,92.61,0,0,0.1,-1.03,-149.51,95.35,behind,good,lost sight of enemy
87.62,enemy aircraft finished manoeuvre,7863.2871891750965 metres,13.11,1.54,2.27,-10.41,349.18,138.86,4.32,-0.38,-0.1,0.68,0.5,92.57,0,0,0.1,-0.73,-149.67,94.31,behind,good,lost sight of enemy
87.73,enemy aircraft finished manoeuvre,7874.769447535821 metres,13.14,1.25,2.27,-7.37,349.21,138.87,3.51,-0.39,-0.36,0.61,0.5,92.51,0,0,0.12,-1.02,-149.66,98.68,behind,good,lost sight of enemy
87.85,enemy aircraft finished manoeuvre,7886.022520269115 metres,13.17,0.1,2.27,-4.47,349.42,138.89,2.07,-0.29,-0.36,0.61,0.5,92.45,0,0,0.12,-2.17,-149.47,95.18,behind,good,lost sight of enemy
87.95,enemy aircraft finished manoeuvre,7895.761407357987 metres,13.19,-1.31,2.27,-1.94,349.66,138.9,0.69,-0.11,-0.36,0.61,0.5,92.41,0,0,0.1,-3.58,-149.24,96.65,behind,might lose sight of enemy,lost sight of enemy
88.07,enemy aircraft finished manoeuvre,7907.257720023444 metres,13.22,-3.15,2.27,1.15,349.93,138.91,-0.79,0.17,-0.36,0.61,0.5,92.37,0,0,0.12,-5.41,-148.98,96.54,behind,might lose sight of enemy,lost sight of enemy
88.18,enemy aircraft finished manoeuvre,7917.539746586339 metres,13.24,-4.76,2.27,3.99,350.11,138.93,-1.82,0.43,-0.36,0.61,0.5,92.34,0,0,0.11,-7.03,-148.82,94.35,behind,might lose sight of enemy,lost sight of enemy
88.3,enemy aircraft finished manoeuvre,7928.971630918055 metres,13.27,-6.39,2.26,7.16,350.2,138.94,-2.6,0.66,-0.34,0.52,0.5,92.3,0,0,0.12,-8.65,-148.74,96.7,behind,lost sight of enemy,lost sight of enemy
88.41,enemy aircraft finished manoeuvre,7939.375391784891 metres,13.3,-7.63,2.26,9.84,350.17,138.95,-2.96,0.75,-0.34,0.52,0.5,92.27,0,0,0.11,-9.89,-148.79,95.52,behind,lost sight of enemy,lost sight of enemy
88.52,enemy aircraft finished manoeuvre,7950.64185788409 metres,13.33,-8.7,2.26,12.65,350.06,138.97,-3.07,0.74,-0.34,0.52,0.5,92.23,0,0,0.12,-10.97,-148.91,94.78,behind,lost sight of enemy,lost sight of enemy
88.63,enemy aircraft finished manoeuvre,7960.987359065001 metres,13.35,-9.5,2.27,15.2,349.94,138.98,-3.0,0.67,-0.34,0.52,0.5,92.2,0,0,0.1,-11.76,-149.04,99.18,behind,lost sight of enemy,lost sight of enemy
88.73,enemy aircraft finished manoeuvre,7970.929895537182 metres,13.38,-10.13,2.27,17.61,349.84,138.99,-2.84,0.57,-0.31,0.49,0.5,92.18,0,0,0.1,-12.4,-149.16,95.21,behind,lost sight of enemy,lost sight of enemy
88.84,enemy aircraft finished manoeuvre,7981.33360027679 metres,13.41,-10.67,2.27,20.04,349.79,139.01,-2.6,0.46,-0.31,0.48,0.5,92.17,0,0,0.11,-12.94,-149.22,96.17,behind,lost sight of enemy,lost sight of enemy
88.95,enemy aircraft finished manoeuvre,7991.457369849482 metres,13.44,-11.1,2.27,22.33,349.8,139.02,-2.32,0.34,-0.26,0.44,0.5,92.17,0,0,0.11,-13.37,-149.22,95.33,behind,lost sight of enemy,lost sight of enemy
89.05,enemy aircraft finished manoeuvre,8001.67907688247 metres,13.47,-11.43,2.28,24.47,349.91,139.03,-1.97,0.23,-0.22,0.39,0.5,92.19,0,0,0.11,-13.71,-149.12,96.06,behind,lost sight of enemy,lost sight of enemy
89.16,enemy aircraft finished manoeuvre,8011.802562436683 metres,13.49,-11.61,2.28,26.36,350.14,139.05,-1.53,0.12,-0.17,0.35,0.5,92.23,0,0,0.11,-13.89,-148.91,95.46,behind,lost sight of enemy,lost sight of enemy
89.27,enemy aircraft finished manoeuvre,8022.223413538153 metres,13.53,-11.67,2.28,28.13,350.5,139.06,-1.01,0.02,-0.17,0.35,0.5,92.3,0,0,0.11,-13.96,-148.56,96.54,behind,lost sight of enemy,lost sight of enemy
89.38,enemy aircraft finished manoeuvre,8032.446209902976 metres,13.56,-11.69,2.29,29.81,350.96,139.07,-0.54,-0.06,-0.17,0.35,0.5,92.38,0,0,0.11,-13.98,-148.12,94.98,behind,lost sight of enemy,lost sight of enemy
89.48,enemy aircraft finished manoeuvre,8042.6929183888315 metres,13.59,-11.75,2.29,31.48,351.47,139.09,-0.16,-0.12,-0.17,0.35,0.5,92.49,0,0,0.11,-14.04,-147.61,95.33,behind,lost sight of enemy,lost sight of enemy
89.59,enemy aircraft finished manoeuvre,8052.767306972319 metres,13.62,-11.87,2.3,33.12,352.01,139.1,0.1,-0.15,-0.17,0.35,0.5,92.61,0,0,0.11,-14.17,-147.09,95.6,behind,lost sight of enemy,lost sight of enemy
89.69,enemy aircraft finished manoeuvre,8062.6051555049535 metres,13.65,-12.08,2.3,34.72,352.54,139.11,0.25,-0.16,-0.17,0.35,0.5,92.75,0,0,0.1,-14.38,-146.57,94.51,behind,lost sight of enemy,lost sight of enemy
89.8,enemy aircraft finished manoeuvre,8072.778303876976 metres,13.69,-12.38,2.31,36.4,353.09,139.13,0.3,-0.15,-0.17,0.35,0.5,92.91,0,0,0.11,-14.69,-146.04,95.19,behind,lost sight of enemy,lost sight of enemy
89.91,enemy aircraft finished manoeuvre,8082.819387491378 metres,13.72,-12.75,2.32,38.06,353.63,139.14,0.27,-0.13,-0.17,0.35,0.5,93.09,0,0,0.11,-15.07,-145.52,93.08,behind,lost sight of enemy,lost sight of enemy
90.01,enemy aircraft finished manoeuvre,8092.712362757906 metres,13.76,-13.12,2.32,39.36,354.18,139.16,0.29,-0.12,-0.06,0.13,0.5,93.27,0,0,0.1,-15.44,-144.98,96.71,behind,lost sight of enemy,lost sight of enemy
90.12,enemy aircraft finished manoeuvre,8102.571943439187 metres,13.79,-13.35,2.33,40.16,354.83,139.17,0.44,-0.13,-0.06,0.13,0.5,93.47,0,0,0.11,-15.68,-144.34,93.75,behind,lost sight of enemy,lost sight of enemy
90.23,enemy aircraft finished manoeuvre,8113.550920884032 metres,13.83,-13.52,2.34,40.86,355.66,139.19,0.69,-0.14,-0.06,0.13,0.5,93.71,0,0,0.12,-15.85,-143.53,94.9,behind,lost sight of enemy,lost sight of enemy
90.35,enemy aircraft finished manoeuvre,8124.449592615799 metres,13.87,-13.64,2.34,41.5,356.54,139.21,0.94,-0.16,-0.06,0.13,0.5,93.96,0,0,0.12,-15.98,-142.67,90.05,behind,lost sight of enemy,lost sight of enemy
90.46,enemy aircraft finished manoeuvre,8134.990526218963 metres,13.92,-13.75,2.35,42.1,357.41,139.22,1.14,-0.18,-0.06,0.13,0.5,94.22,0,0,0.11,-16.1,-141.81,95.02,behind,lost sight of enemy,lost sight of enemy
90.58,enemy aircraft finished manoeuvre,8145.964191121059 metres,13.96,-13.89,2.36,42.73,358.33,139.24,1.29,-0.19,-0.06,0.13,0.5,94.51,0,0,0.12,-16.25,-140.92,91.29,behind,lost sight of enemy,lost sight of enemy
90.69,enemy aircraft finished manoeuvre,8155.9811743246855 metres,14.0,-14.04,2.37,43.31,359.16,139.26,1.38,-0.2,0.01,0.12,0.5,94.78,0,0,0.1,-16.41,-140.1,95.7,behind,lost sight of enemy,lost sight of enemy
90.79,enemy aircraft finished manoeuvre,8165.64255482427 metres,14.04,-14.01,2.37,43.71,0.16,139.28,1.73,-0.21,0.16,0.08,0.5,95.05,0,0,0.1,-16.38,-139.12,92.35,behind,lost sight of enemy,lost sight of enemy
90.9,enemy aircraft finished manoeuvre,8175.36791355307 metres,14.08,-13.62,2.38,43.93,1.53,139.3,2.48,-0.22,0.17,0.07,0.5,95.33,0,0,0.11,-16.0,-137.77,92.26,behind,lost sight of enemy,lost sight of enemy
91.0,enemy aircraft finished manoeuvre,8184.894849478364 metres,14.13,-13.0,2.39,44.05,3.12,139.32,3.38,-0.24,0.17,0.07,0.5,95.61,0,0,0.1,-15.39,-136.2,91.09,behind,lost sight of enemy,lost sight of enemy
91.11,enemy aircraft finished manoeuvre,8194.44307308015 metres,14.17,-12.27,2.4,44.16,4.83,139.33,4.24,-0.26,0.17,0.07,0.5,95.89,0,0,0.11,-14.66,-134.51,90.43,behind,lost sight of enemy,lost sight of enemy
91.22,enemy aircraft finished manoeuvre,8204.08400226152 metres,14.22,-11.55,2.41,44.3,6.54,139.35,4.92,-0.29,0.17,0.07,0.5,96.17,0,0,0.11,-13.96,-132.82,89.65,behind,lost sight of enemy,lost sight of enemy
91.32,enemy aircraft finished manoeuvre,8213.883383605043 metres,14.26,-10.94,2.41,44.5,8.18,139.38,5.34,-0.32,0.17,0.15,0.5,96.44,0,0,0.11,-13.35,-131.19,89.92,behind,lost sight of enemy,lost sight of enemy
91.43,enemy aircraft finished manoeuvre,8223.018444838854 metres,14.31,-10.54,2.42,45.1,9.58,139.4,5.43,-0.37,0.1,0.25,0.5,96.68,0,0,0.1,-12.96,-129.82,88.93,behind,lost sight of enemy,lost sight of enemy
91.53,enemy aircraft finished manoeuvre,8232.253378820897 metres,14.36,-10.51,2.43,46.14,10.69,139.42,5.04,-0.43,0.0,0.29,0.5,96.92,0,0,0.1,-12.93,-128.73,88.17,behind,lost sight of enemy,lost sight of enemy
91.64,enemy aircraft finished manoeuvre,8241.357160989133 metres,14.41,-10.84,2.43,47.41,11.46,139.44,4.29,-0.46,0.0,0.29,0.5,97.16,0,0,0.11,-13.27,-127.98,86.19,behind,lost sight of enemy,lost sight of enemy
91.74,enemy aircraft finished manoeuvre,8250.110679673064 metres,14.45,-11.35,2.44,48.74,12.07,139.47,3.48,-0.46,0.0,0.29,0.5,97.39,0,0,0.1,-13.79,-127.4,87.32,behind,lost sight of enemy,lost sight of enemy
91.84,enemy aircraft finished manoeuvre,8259.090646194712 metres,14.5,-11.94,2.45,50.14,12.68,139.49,2.74,-0.42,0.0,0.22,0.5,97.64,0,0,0.11,-14.39,-126.81,85.14,behind,lost sight of enemy,lost sight of enemy
91.95,enemy aircraft finished manoeuvre,8267.872637597446 metres,14.55,-12.5,2.45,50.91,13.32,139.51,2.19,-0.36,0.0,-0.03,0.5,97.9,0,0,0.1,-14.95,-126.19,84.17,behind,lost sight of enemy,lost sight of enemy
92.05,enemy aircraft finished manoeuvre,8276.47860234103 metres,14.6,-12.97,2.46,50.9,14.03,139.54,1.82,-0.29,0.0,-0.06,0.5,98.17,0,0,0.1,-15.43,-125.51,83.75,behind,lost sight of enemy,lost sight of enemy
92.16,enemy aircraft finished manoeuvre,8285.26140832378 metres,14.66,-13.32,2.47,50.54,14.88,139.56,1.7,-0.23,0.08,-0.11,0.5,98.46,0,0,0.11,-15.78,-124.68,83.06,behind,lost sight of enemy,lost sight of enemy
92.27,enemy aircraft finished manoeuvre,8294.718980256455 metres,14.71,-13.31,2.47,49.7,16.21,139.59,2.11,-0.19,0.24,-0.25,0.5,98.78,0,0,0.11,-15.79,-123.38,82.6,behind,lost sight of enemy,lost sight of enemy
92.39,enemy aircraft finished manoeuvre,8304.720550182816 metres,14.78,-12.62,2.48,47.71,18.29,139.62,3.35,-0.15,0.29,-0.41,0.5,99.13,0,0,0.12,-15.1,-121.33,83.39,behind,lost sight of enemy,lost sight of enemy
92.5,enemy aircraft finished manoeuvre,8313.850064319779 metres,14.83,-11.46,2.49,45.34,20.61,139.65,4.82,-0.07,0.29,-0.41,0.5,99.45,0,0,0.11,-13.95,-119.04,83.1,behind,lost sight of enemy,lost sight of enemy
92.62,enemy aircraft finished manoeuvre,8323.275769778142 metres,14.9,-10.0,2.5,42.86,23.09,139.68,6.21,0.08,0.29,-0.41,0.5,99.75,0,0,0.12,-12.5,-116.59,78.95,behind,lost sight of enemy,lost sight of enemy
92.73,enemy aircraft finished manoeuvre,8331.790208972563 metres,14.95,-8.67,2.51,40.73,25.17,139.71,7.1,0.23,0.28,-0.35,0.5,99.99,0,0,0.11,-11.18,-114.54,80.8,behind,lost sight of enemy,lost sight of enemy
92.83,enemy aircraft finished manoeuvre,8339.945080491318 metres,15.01,-7.52,2.51,38.97,26.91,139.74,7.54,0.35,0.28,-0.32,0.5,100.19,0,0,0.11,-10.03,-112.83,76.57,behind,lost sight of enemy,lost sight of enemy
92.94,enemy aircraft finished manoeuvre,8347.90566989837 metres,15.07,-6.54,2.52,37.5,28.35,139.77,7.63,0.41,0.28,-0.3,0.5,100.35,0,0,0.1,-9.06,-111.42,76.68,behind,lost sight of enemy,lost sight of enemy
93.04,enemy aircraft finished manoeuvre,8355.547069116592 metres,15.12,-5.71,2.52,36.17,29.54,139.8,7.5,0.42,0.28,-0.3,0.5,100.47,0,0,0.1,-8.23,-110.26,73.78,behind,lost sight of enemy,lost sight of enemy
93.15,enemy aircraft finished manoeuvre,8363.265362037504 metres,15.18,-4.91,2.53,34.83,30.59,139.83,7.28,0.37,0.28,-0.3,0.5,100.59,0,0,0.11,-7.44,-109.24,70.63,behind,might lose sight of enemy,lost sight of enemy
93.25,enemy aircraft finished manoeuvre,8370.834213044383 metres,15.24,-4.11,2.53,33.49,31.55,139.86,7.06,0.3,0.28,-0.3,0.5,100.69,0,0,0.1,-6.64,-108.31,75.25,behind,might lose sight of enemy,lost sight of enemy
93.36,enemy aircraft finished manoeuvre,8378.56029093378 metres,15.3,-3.23,2.53,31.98,32.49,139.89,6.91,0.23,0.28,-0.46,0.5,100.79,0,0,0.11,-5.77,-107.4,71.34,behind,might lose sight of enemy,lost sight of enemy
93.46,enemy aircraft finished manoeuvre,8385.718960438006 metres,15.35,-2.3,2.54,29.93,33.36,139.92,6.89,0.2,0.3,-0.64,0.5,100.87,0,0,0.1,-4.83,-106.57,69.73,behind,might lose sight of enemy,lost sight of enemy
93.56,enemy aircraft finished manoeuvre,8392.859907688477 metres,15.41,-1.2,2.54,27.4,34.22,139.96,7.0,0.24,0.3,-0.64,0.5,100.95,0,0,0.1,-3.74,-105.74,68.5,behind,might lose sight of enemy,lost sight of enemy
93.67,enemy aircraft finished manoeuvre,8399.866956322052 metres,15.47,-0.01,2.54,24.77,35.05,139.99,7.16,0.32,0.3,-0.64,0.5,101.01,0,0,0.1,-2.55,-104.94,67.39,behind,good,lost sight of enemy
93.77,enemy aircraft finished manoeuvre,8406.696104477249 metres,15.52,1.22,2.54,22.41,35.81,140.02,7.32,0.41,0.31,-0.41,0.5,101.06,0,0,0.1,-1.32,-104.21,67.24,behind,good,lost sight of enemy
93.87,enemy aircraft finished manoeuvre,8413.356798917926 metres,15.58,2.41,2.54,20.75,36.5,140.05,7.39,0.45,0.24,-0.2,0.5,101.08,0,0,0.1,-0.12,-103.55,66.02,behind,good,lost sight of enemy
93.99,enemy aircraft finished manoeuvre,8421.119695213665 metres,15.64,3.45,2.54,19.69,37.12,140.09,7.05,0.4,0.18,-0.14,0.5,101.09,0,0,0.12,0.91,-102.97,66.28,behind,good,lost sight of enemy
94.09,enemy aircraft finished manoeuvre,8427.253869580369 metres,15.69,4.0,2.54,19.11,37.46,140.12,6.56,0.3,0.18,-0.14,0.5,101.08,0,0,0.1,1.47,-102.65,60.91,behind,good,lost sight of enemy
94.2,enemy aircraft finished manoeuvre,8434.729863314065 metres,15.76,4.55,2.53,18.44,37.8,140.15,5.96,0.15,0.18,-0.14,0.5,101.06,0,0,0.11,2.02,-102.35,65.41,behind,good,lost sight of enemy
94.31,enemy aircraft finished manoeuvre,8441.430701000081 metres,15.81,5.07,2.53,17.83,38.11,140.19,5.54,0.03,0.18,-0.14,0.5,101.04,0,0,0.11,2.54,-102.08,61.85,behind,good,lost sight of enemy
94.42,enemy aircraft finished manoeuvre,8448.295759689892 metres,15.87,5.67,2.52,17.18,38.46,140.22,5.26,-0.07,0.1,-0.15,0.5,101.01,0,0,0.11,3.14,-101.76,63.42,behind,might lose sight of enemy,lost sight of enemy
94.52,enemy aircraft finished manoeuvre,8454.584079379256 metres,15.92,5.95,2.52,16.44,38.71,140.25,4.74,-0.13,-0.05,-0.21,0.5,100.97,0,0,0.1,3.44,-101.54,60.14,behind,might lose sight of enemy,lost sight of enemy
